RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6900,48019546,Hill,779,Spain,Male,63,6,71432.08,1,1,0,111301.43,0
6901,87052108,Williams,569,France,Male,91,9,0.0,1,1,1,37818.25,0
6902,42859865,Smith,672,Germany,Male,70,4,70442.81,4,1,1,124686.27,1
6903,32988138,Ford,652,Germany,Male,22,9,0.0,2,1,1,72491.81,0
6904,19562056,Brown,503,France,Female,29,2,52300.14,1,1,1,43573.64,0
6905,51792388,Small,769,France,Male,77,3,94411.23,4,1,0,18700.71,0
6906,92310750,Brown,730,Spain,Male,21,1,86018.65,4,1,0,170977.11,1
6907,55464764,Ellis,653,Germany,Male,32,2,0.0,1,1,0,73373.85,0
6908,82555030,Roberts,624,Spain,Female,77,2,123714.83,1,0,1,280683.84,0
6909,69545378,Gutierrez,650,Spain,Male,44,7,107716.52,1,0,1,181105.2,0
6910,16808353,Keith,718,France,Female,34,1,168056.18,2,1,0,174120.35,0
6911,27458237,Taylor,655,Germany,Male,32,5,149125.19,1,1,1,16409.58,0
6912,13891332,Ramirez,585,Germany,Male,41,2,79624.83,2,1,1,92866.78,0
6913,73181059,Simmons,599,Germany,Male,80,1,85809.46,1,1,1,19350.4,0
6914,16772091,Smith,648,Germany,Female,52,9,89923.34,2,1,1,127034.98,0
6915,24217270,Floyd,559,Germany,Female,89,5,19096.43,1,1,0,96843.73,0
6916,61485872,Moreno,682,Spain,Male,71,3,133040.08,1,1,1,184787.34,0
6917,17220897,Willis,573,France,Male,38,7,0.0,2,1,0,40182.99,0
6918,21558774,Bailey,557,Germany,Male,30,9,26767.45,4,0,0,126777.78,1
6919,67239263,Newman,850,France,Male,88,3,0.0,1,1,0,102179.29,0
6920,62602177,Cole,838,Germany,Male,85,2,49455.94,2,1,0,98479.09,1
6921,34022690,Barker,663,Spain,Male,27,7,68297.6,2,1,0,144882.4,0
6922,90010054,Hill,732,Spain,Female,42,5,67109.86,2,0,1,127840.53,0
6923,89558393,Woods,749,France,Female,73,7,65343.88,2,1,1,149697.93,0
6924,94486125,Myers,642,Germany,Female,91,1,224470.47,1,1,1,130931.34,1
6925,69839130,Martin,677,France,Female,85,10,59809.67,1,0,1,121121.52,0
6926,92720444,Walker,624,France,Female,39,0,55884.57,2,1,1,57594.8,0
6927,57731087,Conway,771,France,Female,85,3,0.0,2,0,0,82393.07,1
6928,51935074,Smith,773,Spain,Male,72,6,0.0,2,0,0,40725.1,1
6929,54604858,Young,801,France,Male,52,5,94094.36,1,1,1,82969.69,0
6930,36594858,Tucker,675,Spain,Male,46,3,0.0,1,1,1,125431.39,0
6931,81603135,Robinson,850,France,Female,78,10,107049.05,2,1,0,18492.34,1
6932,20542212,Fry,642,Germany,Male,80,3,11336.76,2,1,1,145223.4,0
6933,72504573,Hicks,848,Germany,Male,86,7,39594.4,2,1,0,85028.37,1
6934,86207390,Villa,605,Germany,Male,52,4,0.0,1,1,1,91962.1,0
6935,27689263,Rodriguez,524,Germany,Female,38,4,43012.53,2,1,1,98919.27,0
6936,22470997,Griffith,846,Germany,Female,83,8,34770.1,2,1,1,110025.35,0
6937,72850928,Boyd,714,Spain,Female,40,3,75604.15,1,1,0,39353.08,1
6938,23054418,Vaughn,700,Germany,Female,74,4,0.0,1,1,0,94300.0,0
6939,71147472,Nelson,615,France,Female,56,8,0.0,1,1,1,60203.14,0
6940,51660066,Barrett,568,France,Male,61,0,0.0,1,1,1,85067.94,1
6941,96492401,Lloyd,577,Germany,Female,33,4,53742.24,2,0,0,143514.31,0
6942,72464469,Francis,663,France,Female,36,3,0.0,1,1,0,71661.17,0
6943,73155598,Smith,635,Germany,Male,66,5,0.0,1,0,0,55977.39,0
6944,41097470,Bradley,461,Germany,Female,37,6,10113.86,2,1,1,117804.95,0
6945,40037183,Dyer,814,France,Female,68,4,49920.12,3,1,0,32733.99,0
6946,29289997,Allen,609,Spain,Female,92,10,121921.7,3,1,0,168040.85,1
6947,92804565,Campbell,770,Germany,Female,24,10,117881.83,2,0,1,210792.56,0
6948,44635255,Pacheco,581,Germany,Male,87,1,129715.2,1,1,1,21209.38,1
6949,58781345,Todd,665,Germany,Male,30,7,0.0,1,0,1,135563.01,0
6950,62623673,Barnett,744,Spain,Male,28,3,112216.15,1,1,1,185291.67,0
6951,34609232,Hawkins,730,Germany,Female,80,7,38497.45,1,0,0,73076.98,1
6952,99279031,Austin,624,Spain,Female,33,5,138674.74,2,0,1,66483.02,0
6953,54335867,Lloyd,699,France,Female,66,10,136760.03,3,0,1,65616.66,0
6954,53588695,Moreno,715,Germany,Female,26,10,9190.7,1,1,0,170456.67,0
6955,70838623,White,635,Germany,Female,24,0,93109.39,1,0,0,175748.86,0
6956,75432046,Crawford,541,France,Male,33,1,8086.12,2,1,0,85204.61,1
6957,14061983,Rice,589,France,Male,57,0,127327.58,2,0,1,186626.05,0
6958,18773168,Hernandez,613,Germany,Male,39,8,6048.75,2,1,1,31331.73,1
6959,73798298,Smith,652,France,Female,34,2,95999.83,3,0,1,129097.12,0
6960,25151444,Mack,804,Spain,Male,80,7,121801.32,1,0,1,50661.5,0
6961,57169588,Carrillo,738,France,Female,31,3,80170.2,1,1,1,109424.96,0
6962,74243595,Barnes,570,France,Female,25,3,129421.17,1,0,0,79950.51,0
6963,71906810,Peterson,828,Germany,Male,26,6,94179.3,1,0,1,40279.45,0
6964,32924595,Castillo,642,France,Female,84,8,173130.78,1,1,0,119023.92,1
6965,47883942,Lopez,715,France,Female,53,6,7697.73,2,0,1,30851.12,0
6966,56790372,Oconnor,558,Germany,Female,90,6,52194.79,1,0,1,141013.87,1
6967,91126594,Le,606,Germany,Male,78,8,43018.21,2,0,1,141840.37,0
6968,87132010,Coleman,750,France,Male,39,1,57611.13,1,1,0,106481.33,0
6969,27098533,Horton,564,Germany,Male,77,6,0.0,2,1,0,82701.85,1
6970,78175850,Nelson,655,Germany,Male,52,3,9985.01,2,1,0,141355.07,0
6971,23815327,Gonzalez,695,Spain,Female,60,1,20437.13,1,0,0,146453.64,0
6972,64450250,Morales,550,France,Female,57,3,46668.63,1,1,1,72286.35,0
6973,24358786,Wilkinson,477,France,Female,74,2,91740.55,2,0,1,110050.28,0
6974,53737494,Guzman,738,Spain,Male,33,3,0.0,2,0,1,76944.74,0
6975,84645170,Elliott,850,Germany,Female,22,0,138120.06,1,0,1,126216.13,0
6976,97167893,Davis,694,France,Male,72,8,134540.99,1,1,0,57928.85,0
6977,19519256,Ruiz,713,Spain,Male,89,3,6022.66,1,0,0,111772.82,0
6978,50549608,Gonzalez,564,France,Female,61,7,29959.13,1,0,0,94049.68,1
6979,81503899,Sanchez,792,Spain,Female,26,8,0.0,1,1,1,150762.1,0
6980,71870997,Williams,613,Germany,Female,26,9,88928.37,2,0,0,68977.95,1
6981,63796676,Rogers,762,Spain,Female,58,0,161565.66,1,1,0,115445.65,0
6982,89260394,Ruiz,708,Spain,Male,85,5,58147.71,2,1,1,75881.53,0
6983,65491233,Allen,711,France,Male,64,4,123592.76,2,0,1,12805.2,1
6984,42021033,Cook,707,Spain,Male,40,3,67142.19,2,1,1,85483.31,0
6985,93332410,Perez,704,France,Female,64,8,0.0,2,0,0,135902.65,0
6986,42707660,Bernard,677,Germany,Male,29,0,0.0,3,0,0,137726.98,0
6987,83544472,Smith,744,Germany,Male,53,3,0.0,4,1,0,64669.27,0
6988,31343341,Jones,579,France,Male,91,8,0.0,2,1,1,156004.41,1
6989,74743230,Cunningham,626,France,Female,65,4,93153.75,2,1,1,172525.39,1
6990,61514973,Taylor,792,France,Female,25,0,0.0,1,1,1,47203.91,1
6991,18866414,Jenkins,666,France,Male,33,1,82634.11,3,0,1,107649.41,0
6992,55729880,Williams,618,France,Male,22,3,95296.44,2,0,0,160663.66,0
6993,37949250,Mcdonald,750,Spain,Female,48,2,65050.73,1,1,0,174243.96,0
6994,89318677,Nichols,731,Germany,Female,35,7,118068.87,1,1,1,112074.45,0
6995,67867771,Rodgers,523,Spain,Male,91,1,15252.31,2,0,1,163376.34,0
6996,68432185,Garcia,720,Spain,Male,41,8,142093.63,1,1,1,174349.08,0
6997,86129797,Fritz,663,Germany,Female,20,3,38011.37,2,1,0,132611.46,0
6998,55929418,Dunn,719,France,Female,50,0,0.0,3,0,1,84328.94,1
6999,83085160,Higgins,651,Spain,Male,73,0,88782.38,1,0,0,121200.47,0
7000,41696096,Walker,695,Germany,Female,69,6,18879.71,2,1,1,61752.41,0
7001,33231136,Lewis,472,Germany,Female,91,8,132535.88,3,1,1,64841.72,1
7002,98934311,Wood,563,Spain,Male,45,1,154387.23,2,1,0,12318.82,0
7003,99872888,Johnson,721,Germany,Male,57,3,0.0,1,1,1,150061.98,0
7004,20454809,Smith,850,Germany,Female,59,8,0.0,2,0,1,160371.45,0
7005,87066247,Matthews,685,Spain,Male,19,9,193384.88,1,1,1,7582.55,0
7006,75314414,Martinez,582,France,Male,18,8,144163.43,1,1,1,72968.75,0
7007,25344154,Ramirez,663,Spain,Female,77,6,24037.32,4,1,0,65370.42,1
7008,89478790,Chapman,563,France,Male,46,8,148355.99,3,1,0,129290.27,0
7009,90003898,Cole,771,France,Female,69,3,0.0,2,1,0,99423.71,1
7010,72130518,Clark,654,Germany,Male,88,0,114107.29,1,0,0,136879.37,1
7011,53671508,Peterson,752,France,Male,36,6,0.0,1,1,1,101464.42,1
7012,84502610,Young,635,Spain,Male,76,6,0.0,1,0,0,115247.78,0
7013,23106885,Wilson,760,France,Female,34,8,91305.53,2,1,0,102539.14,0
7014,69755911,Trujillo,492,Germany,Female,73,2,0.0,2,0,0,166747.42,1
7015,33645674,Moody,652,France,Female,29,9,0.0,2,0,1,43845.39,0
7016,51343854,Herrera,702,Spain,Male,40,5,0.0,2,1,1,57073.16,0
7017,64464708,Soto,623,France,Female,53,4,0.0,1,1,1,50389.67,1
7018,19342578,Hodges,684,France,Male,54,10,133694.33,1,1,0,125165.84,0
7019,90296988,Williams,683,France,Female,20,5,76353.91,4,1,0,7007.85,0
7020,24595457,Barker,751,Germany,Male,81,0,40686.23,3,1,1,10227.88,1
7021,90048179,Weaver,710,Spain,Female,18,2,64959.22,2,1,1,138990.79,0
7022,60856575,Sandoval,688,Spain,Male,84,6,59585.25,3,1,1,21235.33,1
7023,53943990,Dominguez,735,France,Male,33,2,0.0,2,0,1,48770.7,0
7024,76343171,Smith,518,France,Female,71,1,103473.26,2,1,1,22233.88,0
7025,96568973,Wilkinson,577,France,Male,71,3,22043.91,2,1,1,59017.64,1
7026,98605814,Montoya,515,Germany,Male,52,5,170286.65,1,1,1,266894.78,1
7027,18252004,Robinson,703,Germany,Female,58,1,89878.15,4,1,1,80760.48,0
7028,22151134,Jenkins,690,France,Male,23,5,37841.31,1,1,0,98660.61,0
7029,39207357,Rivera,784,Germany,Female,85,7,93053.68,1,1,0,42018.25,1
7030,28645088,Davis,684,Spain,Female,26,5,18319.6,1,1,1,93256.96,0
7031,87949346,Aguilar,588,France,Female,67,7,74293.86,2,0,1,155504.12,1
7032,95380301,Buckley,662,France,Male,18,7,66546.63,2,1,0,105837.15,0
7033,10024741,Ramirez,468,France,Female,73,5,118022.44,2,1,0,214261.43,1
7034,29693143,Simmons,610,France,Male,44,10,117315.85,2,1,0,55999.78,0
7035,98701999,Bailey,422,France,Male,54,6,89724.87,2,0,1,22429.05,0
7036,30027490,Kelly,681,Germany,Female,19,8,0.0,2,1,0,122930.59,0
7037,70797197,Chavez,622,France,Female,34,7,31062.41,1,0,1,123886.14,0
7038,81303949,Dominguez,637,Germany,Male,50,10,160671.15,1,1,1,103827.51,1
7039,49124904,Johnson,559,Spain,Male,71,4,162390.83,1,0,0,22103.33,1
7040,62342586,Davis,585,Spain,Female,62,2,0.0,2,1,0,68750.02,0
7041,92620697,Burton,717,Germany,Male,37,1,104443.72,1,0,1,111305.18,0
7042,87568641,Smith,510,France,Female,62,10,134944.63,3,1,1,114198.34,0
7043,70016768,Hill,699,France,Male,34,8,56421.18,1,1,1,138244.97,0
7044,36261929,Jackson,571,France,Male,59,3,0.0,2,1,1,43490.99,0
7045,37603443,Moore,486,Spain,Female,58,4,47849.27,1,1,1,8082.36,1
7046,52493026,Mclaughlin,768,Spain,Female,34,0,94130.4,1,1,1,89708.5,0
7047,50229795,Oconnor,778,France,Male,33,10,46916.43,1,1,0,135527.47,0
7048,86541203,Gonzalez,597,France,Female,56,4,31223.24,2,0,1,24647.66,0
7049,50876026,Clark,596,Germany,Male,62,4,11779.06,1,1,1,190470.95,0
7050,68348074,Anderson,625,France,Male,91,2,0.0,1,1,0,80454.5,0
7051,56206415,Murray,571,Spain,Male,55,0,36338.35,1,0,1,164639.67,1
7052,21983952,Stanley,588,France,Male,51,8,37751.39,2,1,0,201026.09,1
7053,88212291,Perez,693,France,Female,53,2,82651.22,1,1,1,6943.21,0
7054,11089747,Taylor,850,France,Male,83,0,27873.19,3,1,1,127884.37,0
7055,92072899,Wilson,615,France,Male,41,10,106484.22,1,1,1,203226.28,0
7056,78507933,Barr,749,France,Male,46,6,0.0,1,0,0,74252.57,1
7057,64250458,Harris,684,Spain,Female,45,0,153471.36,2,1,0,211272.17,0
7058,27120235,Burton,487,France,Female,64,3,0.0,2,1,1,156686.19,0
7059,49484797,Beard,647,Germany,Male,70,6,57452.58,1,1,0,81191.32,1
7060,18376603,Evans,635,France,Male,54,2,2781.29,1,1,1,97924.26,0
7061,59556257,Mcdaniel,792,France,Female,37,10,0.0,1,1,1,10141.82,0
7062,83670115,Moore,795,France,Male,69,9,91686.16,4,1,1,61173.85,0
7063,17130627,Brown,686,France,Female,38,9,86785.74,3,1,0,137977.04,0
7064,10113187,Santana,767,France,Female,85,5,10938.32,4,1,1,84369.59,1
7065,85165988,Wells,635,France,Female,64,10,35730.12,1,0,0,119736.6,0
7066,58216998,Smith,758,Spain,Male,51,3,0.0,2,1,1,165848.69,0
7067,24723458,Brooks,659,Germany,Male,35,6,100605.81,2,1,1,163694.28,0
7068,47877483,Patel,756,Spain,Male,74,8,22178.85,2,1,0,122430.08,1
7069,14185545,Cohen,766,France,Male,63,5,0.0,1,1,1,68340.33,0
7070,41573535,Orozco,719,Germany,Male,84,9,71489.45,1,1,1,110250.73,1
7071,67943873,Rodriguez,578,Germany,Female,71,1,68401.24,1,1,0,113506.1,1
7072,89210454,Duran,609,France,Male,77,4,0.0,2,1,0,63559.62,1
7073,62917798,Lewis,722,France,Male,24,9,56887.36,4,0,0,121472.3,0
7074,93914843,Hernandez,736,Germany,Male,19,2,45954.84,1,1,1,53945.01,0
7075,52698324,Rodriguez,665,Spain,Male,67,4,39584.85,2,1,1,99039.03,0
7076,61377152,Perez,619,France,Female,18,10,49465.67,1,1,1,66162.04,0
7077,64496780,Hess,668,France,Male,84,6,93007.47,1,1,1,73134.77,1
7078,61212793,Adams,622,Spain,Female,84,3,81552.58,2,1,1,152319.55,1
7079,68410219,Meyer,623,France,Female,61,3,153823.63,1,0,0,151928.91,1
7080,83164605,Peters,840,Spain,Male,72,2,88264.68,2,1,0,90363.18,0
7081,38348941,Byrd,603,Spain,Female,49,8,125898.36,1,0,0,172003.14,0
7082,98917575,Dodson,699,Spain,Male,89,1,6058.96,1,1,0,142390.19,1
7083,33274710,Frederick,664,Spain,Male,20,2,0.0,2,1,1,133932.14,0
7084,73736162,Nolan,531,France,Female,39,1,52910.33,2,1,0,95961.83,0
7085,28665507,Stark,527,Germany,Female,70,8,120881.3,3,1,1,138085.36,1
7086,35263378,Joyce,642,Spain,Male,77,10,91754.53,2,0,1,75526.25,1
7087,84547422,Mercado,460,Germany,Male,36,0,173656.16,1,1,0,113080.7,1
7088,61619474,Moore,827,France,Male,78,10,18225.26,2,1,0,170864.51,1
7089,58357021,Osborn,614,France,Male,52,10,31899.18,2,1,0,152739.53,0
7090,66000400,Patel,607,France,Female,82,5,97155.81,1,1,1,66943.15,0
7091,30705405,Bradley,768,France,Male,38,0,67954.36,2,1,0,163094.17,0
7092,48717904,Mckay,636,Germany,Female,69,7,0.0,2,1,0,30960.7,0
7093,99934747,Coleman,713,Spain,Female,33,5,99142.43,4,0,1,98578.34,0
7094,26850922,Carr,594,Spain,Male,28,9,45293.32,1,0,0,165631.59,0
7095,28022414,Norton,654,Germany,Female,70,3,103933.46,2,1,0,54705.46,1
7096,11557295,Ramirez,743,France,Female,69,6,0.0,2,1,0,118748.71,0
7097,19629584,Green,566,France,Male,40,9,0.0,1,0,0,126751.76,0
7098,97025331,Lewis,701,France,Male,63,7,85728.98,1,1,1,173769.82,0
7099,12108265,Quinn,415,France,Female,88,7,86497.24,1,1,0,72365.58,0
7100,29326800,Ingram,772,France,Female,43,10,119339.84,1,1,1,148286.06,0
7101,75323947,Smith,596,France,Male,55,5,60842.89,1,0,0,60489.01,0
7102,98305426,Sullivan,641,France,Female,33,1,103753.8,3,0,1,79937.71,0
7103,68617594,Bennett,640,Germany,Female,56,10,71693.47,1,0,1,100590.68,1
7104,28223512,Nichols,555,France,Female,84,1,0.0,2,0,0,93332.34,0
7105,21363335,Ho,547,France,Male,65,6,19339.96,1,0,0,155678.23,0
7106,28417392,Baxter,700,France,Male,28,8,85467.39,1,1,1,238746.17,0
7107,96200382,Wilson,705,Germany,Female,73,8,153727.17,2,1,1,100383.92,1
7108,65815175,Neal,564,Germany,Male,49,7,40750.46,3,1,1,102170.47,0
7109,71207129,Lester,702,France,Male,19,4,29609.15,1,1,1,197663.4,0
7110,91125155,Hall,704,France,Female,64,2,66032.43,2,1,0,237773.9,0
7111,67137046,Graves,613,Spain,Male,40,0,43847.64,3,1,0,91847.75,0
7112,93650995,Herring,524,Germany,Female,90,3,98882.55,1,1,0,118673.82,1
7113,34131995,Wilson,646,Germany,Male,92,10,106519.22,1,1,0,24156.41,0
7114,70987778,Mendoza,685,Germany,Female,68,7,0.0,1,1,0,57003.78,1
7115,78372512,Blankenship,644,Spain,Male,65,4,133596.17,1,1,0,7727.89,0
7116,66925051,Carpenter,592,Spain,Female,40,5,922.59,1,0,1,82978.38,0
7117,84094900,Rojas,695,France,Male,23,3,69731.67,2,0,1,195876.4,0
7118,70404120,Taylor,772,Germany,Male,22,9,85152.03,1,0,0,51018.57,0
7119,61635535,Holmes,575,France,Female,52,4,0.0,2,1,0,64203.47,0
7120,57688529,Ryan,621,Germany,Female,41,9,0.0,2,0,0,127268.09,1
7121,40298433,Hall,850,France,Male,90,0,113778.07,1,1,0,10547.42,1
7122,34936450,Martinez,678,France,Male,39,5,29298.2,3,1,0,119114.43,0
7123,67011913,Odonnell,527,Spain,Female,34,6,0.0,2,1,0,42284.47,0
7124,91144449,Romero,603,Spain,Female,79,7,123550.32,1,1,0,85217.72,1
7125,10997236,Lawson,576,France,Male,80,0,91921.67,1,1,1,11210.35,1
7126,87569592,Wilkerson,686,Spain,Female,46,7,88428.7,2,1,1,58522.99,0
7127,76861495,Allen,679,France,Male,24,9,46599.33,2,1,0,93515.97,0
7128,41776042,Tran,588,France,Female,25,1,86446.78,2,1,1,93900.45,0
7129,77340900,Morgan,830,Spain,Male,57,3,107529.75,2,1,1,89154.07,0
7130,46138183,Medina,658,France,Male,83,4,0.0,2,1,0,228368.64,1
7131,65141717,Green,605,France,Female,47,2,5887.5,2,1,0,141698.38,0
7132,83305194,Rivera,531,Germany,Male,19,4,124874.57,1,0,1,4728.26,0
7133,87356703,Taylor,563,France,Female,46,9,190805.75,2,1,0,21177.27,1
7134,59253883,White,529,France,Male,18,9,0.0,1,0,0,176829.17,0
7135,14491176,Patterson,631,France,Male,49,6,86837.14,1,1,0,100708.46,1
7136,15082158,Horn,564,Germany,Female,53,9,0.0,3,1,0,172683.61,0
7137,86255745,Harris,726,France,Female,72,8,36672.77,1,0,1,159399.38,0
7138,74863150,Pratt,593,France,Male,23,0,187640.98,1,1,1,84641.64,0
7139,59469782,Walker,731,Germany,Female,54,4,11610.32,1,1,0,109578.96,0
7140,25188664,Fields,697,France,Male,31,9,0.0,1,1,1,67036.21,0
7141,87882357,Holmes,712,France,Female,52,4,0.0,1,1,0,154808.24,0
7142,74630252,Weber,736,Germany,Male,91,6,51094.75,2,1,1,108044.83,1
7143,20745888,Jones,843,Spain,Male,73,4,54173.32,1,0,1,170319.9,0
7144,29070658,Le,567,France,Male,81,0,134473.22,3,1,1,61893.93,1
7145,80653292,Payne,732,Spain,Female,20,6,152668.8,1,1,0,85086.01,0
7146,47503167,Rojas,688,Germany,Female,75,4,0.0,1,1,1,69327.92,1
7147,72402697,Morris,753,France,Female,82,8,177699.78,2,0,0,186339.73,0
7148,79383794,Martin,660,Spain,Male,68,9,298.89,1,0,0,98208.96,1
7149,20500470,Hill,764,Germany,Male,76,1,38526.63,1,0,1,94126.09,1
7150,80243759,Boone,524,Germany,Male,21,3,233073.16,2,1,1,89288.33,0
7151,91882291,Johnson,552,Germany,Female,73,4,98920.75,1,1,0,167093.84,1
7152,21871068,Cannon,594,Germany,Male,80,7,35263.19,1,1,1,270077.72,1
7153,42914388,Deleon,642,Spain,Female,35,4,0.0,1,1,1,243171.42,0
7154,73411376,Rowe,654,Germany,Male,53,6,0.0,1,0,1,140718.18,0
7155,94646134,Vazquez,578,Spain,Female,49,9,0.0,3,1,0,45827.93,0
7156,99085263,Roy,553,Germany,Male,25,6,155386.78,1,0,0,66669.38,0
7157,99753695,Sharp,586,Spain,Female,27,1,22356.65,1,0,1,117106.44,0
7158,20479977,Miller,484,Spain,Female,40,5,35463.09,2,1,0,32367.46,0
7159,95052118,Martin,622,France,Female,26,9,20808.21,1,1,1,63036.49,0
7160,82369824,Harmon,644,France,Female,55,5,24498.79,3,0,0,149797.67,1
7161,87796412,Walsh,692,Germany,Female,22,10,78630.74,1,1,0,8670.19,0
7162,51943002,Miller,666,France,Female,19,9,10048.13,1,1,0,130257.12,0
7163,92280717,Watts,823,Germany,Male,65,2,94020.14,2,1,0,68516.47,1
7164,17083242,Castillo,728,Spain,Male,36,4,0.0,1,0,1,63465.32,0
7165,56109986,Trujillo,721,Spain,Female,46,2,0.0,4,1,0,133265.1,0
7166,81810948,Gonzales,685,France,Female,43,2,36937.87,2,0,1,189941.29,0
7167,11447323,Shannon,701,Germany,Male,53,4,44351.63,1,1,1,95953.96,1
7168,72930506,Holland,628,France,Male,52,4,62403.07,1,1,0,178242.84,0
7169,70939515,Brown,659,Germany,Female,27,3,65793.08,1,1,1,118952.84,0
7170,78808477,Mccoy,836,France,Male,18,8,0.0,1,1,1,35398.67,0
7171,72979305,Schmitt,643,Germany,Female,51,1,136742.4,1,0,0,162765.32,1
7172,87036318,Johnson,520,Germany,Female,60,5,0.0,1,1,1,174681.57,0
7173,54495054,Hernandez,717,Germany,Male,75,9,118884.48,2,0,0,122584.28,1
7174,66507825,Gomez,734,Germany,Male,32,8,161245.61,2,1,0,27198.29,1
7175,57367387,Gray,664,France,Male,24,2,150991.32,1,1,1,15680.41,0
7176,49542951,Wilson,467,France,Male,62,2,88701.98,1,1,0,126900.86,0
7177,48816900,Rocha,774,France,Female,85,10,72630.78,1,0,0,126783.67,1
7178,32482565,Brewer,672,Spain,Female,35,6,11024.33,4,1,1,140309.35,0
7179,14741407,Goodwin,619,Spain,Female,24,9,50387.89,1,0,1,24558.9,0
7180,90213415,Green,765,France,Male,48,9,16626.02,2,1,1,50642.14,0
7181,50811697,Miller,453,France,Female,60,4,146687.34,1,0,0,67326.91,1
7182,85659375,Hess,660,France,Male,64,5,59647.53,2,0,1,161207.1,0
7183,44956086,Burke,597,Germany,Female,26,4,70641.57,1,0,0,101256.97,1
7184,18243352,Ray,794,France,Male,67,7,37717.95,1,1,1,164809.8,0
7185,94463223,Woods,673,France,Female,43,7,0.0,1,0,0,43801.48,0
7186,73506531,Henry,566,France,Female,20,7,120177.13,4,1,1,5341.12,0
7187,87596783,Kent,760,France,Male,87,9,0.0,1,1,1,148141.5,0
7188,32693431,Jones,411,France,Female,58,8,133882.54,1,1,1,87489.49,0
7189,86887967,Thompson,699,France,Male,40,1,32637.88,1,1,1,103002.18,0
7190,16928303,Hines,527,Germany,Male,79,3,0.0,2,1,0,29230.99,1
7191,98089763,Mason,605,Germany,Female,77,6,68211.68,1,0,0,107954.55,1
7192,49158452,Kramer,626,France,Male,33,6,0.0,1,1,0,112082.14,0
7193,93794410,Edwards,738,Germany,Male,90,9,87405.41,1,0,1,101276.44,0
7194,13663887,Harrison,850,France,Male,57,4,0.0,1,1,0,138203.04,1
7195,48495745,Hunter,477,Spain,Male,37,9,71442.28,2,1,0,144972.0,0
7196,75063411,Mcdonald,693,Spain,Female,51,4,62318.67,1,0,0,172012.82,0
7197,21074327,Williams,850,France,Female,32,1,69906.56,1,1,1,104207.63,1
7198,27021671,Williams,594,Spain,Male,81,5,39041.5,3,1,0,196562.28,1
7199,77859961,Stanley,588,Germany,Male,38,1,11561.48,2,0,1,27097.72,1
7200,20316277,Blackwell,672,Germany,Female,50,4,2389.53,3,1,1,153537.16,0
7201,47292234,Gray,730,France,Female,23,2,77662.8,1,1,0,102712.08,1
7202,43829709,Fields,713,France,Male,88,0,157307.29,3,1,0,94114.91,0
7203,27789051,Davis,615,France,Female,40,7,144625.18,2,0,1,74845.33,0
7204,92650976,Ramsey,572,Spain,Male,66,8,90280.36,1,0,1,131465.22,0
7205,47711414,Hill,777,Germany,Male,44,1,45699.66,1,0,1,206047.66,0
7206,46939015,Hernandez,574,France,Female,60,6,203909.82,1,1,1,175483.05,0
7207,44488013,Gray,464,Germany,Female,60,5,0.0,3,1,0,151804.25,0
7208,11906295,Martinez,509,France,Male,39,1,0.0,2,0,0,92458.83,0
7209,24971907,Gutierrez,594,France,Female,50,6,6612.89,2,1,1,193659.5,0
7210,91043555,Salinas,794,Germany,Female,62,2,91843.12,3,1,0,124377.34,0
7211,33436273,Hunt,534,Germany,Female,34,9,0.0,1,0,0,40566.82,0
7212,89426041,Ewing,797,Spain,Female,27,6,205062.21,1,0,1,53893.4,0
7213,30285078,Wood,776,Germany,Male,31,1,23858.75,1,0,1,192549.05,0
7214,98470372,Williams,671,Germany,Female,49,5,38379.55,3,1,0,164522.78,0
7215,69948773,Collins,402,Spain,Male,34,1,35745.12,2,0,1,172395.49,1
7216,59629263,Jackson,535,France,Male,39,7,0.0,1,1,1,109258.89,0
7217,33541704,Ray,588,Germany,Male,69,3,0.0,4,1,1,51575.17,1
7218,45064728,Blair,817,Germany,Female,68,5,76187.88,2,1,1,517.3,1
7219,41701674,Tran,594,France,Male,88,7,0.0,1,1,1,52607.72,1
7220,75084661,Williams,575,France,Male,75,9,120584.78,1,1,0,16363.46,0
7221,34267798,Harrison,668,France,Female,49,5,0.0,2,1,1,232792.11,0
7222,80784933,Russell,513,France,Male,87,0,122384.92,3,1,0,68363.29,1
7223,14441335,Allen,647,Germany,Male,87,2,84348.46,1,1,1,68394.74,1
7224,56016278,Guzman,572,France,Male,34,6,32427.55,2,0,0,67967.36,0
7225,21328172,Mendez,850,Germany,Female,30,0,84169.65,1,0,1,564.31,0
7226,29470999,Stevens,560,France,Male,84,4,0.0,1,1,1,3893.23,0
7227,89932574,Kelly,837,France,Male,84,3,86680.86,3,1,0,192282.49,0
7228,30689702,Lutz,539,France,Female,81,3,161237.89,2,1,1,202092.73,1
7229,76565050,Barton,675,France,Female,52,10,150942.05,3,1,0,168051.64,0
7230,65424925,Osborne,698,Spain,Female,82,10,4976.69,1,0,1,129542.56,0
7231,61427803,Benton,663,France,Male,75,9,29139.9,1,0,0,31112.8,1
7232,41936764,Chase,657,France,Female,73,9,159924.09,2,1,0,173744.25,0
7233,98673262,Fox,733,France,Female,63,9,117197.12,1,1,1,100757.11,0
7234,69080631,Martinez,690,France,Female,38,2,100107.23,2,0,0,130992.43,0
